time,project,user,type,url,title,body,assigned,branch,branch_link,merge,add,del
COMMIT2016-06-07T02:03:23Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/4bdbedba5e94d010fc6d0754798b3d1c788ccb4a,,adding horizontal scale,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-06T20:32:10Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/3a47ea0284c676648cf537d3af0aa13435209a04,,Merge branch 'RU13_disable_shadows' of github.com:TeraCityCC4401/TeraCity into RU02_DynamicWidth,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,True,0,0
COMMIT2016-06-06T20:30:34Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/5820d1313c1c258503c01b8e2fd7baec007bfe76,,Merging with RU03 - quickfix,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-06T20:02:19Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/761e94a6cb182382a4eb054cc95a7077c8c8f17e,,Merging with RU03,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-06T20:01:59Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/749b7e0a568a9f269e65a221b9e0669519559fce,,Merging with RU03,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-06T02:03:52Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/a3ed02b832e8362519565b9c3ef8d2bf36a1297c,,Adding metrics classes,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-06T00:40:18Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/2118684d6405e81b2c752c6a55eb24c7224dca61,,fixing everything,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-05T16:44:27Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/ce8a55d46502e1416d82f2be02a900a8b9f9a341,,agregado comando para borrar todos los edificios,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-03T13:10:27Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/81a06a5a65e7c06c8097aa48f8a28eae62aa2c1d,,Moving codescale to CoreRegistry. Testing commands,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-03T12:19:58Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/6a08cccd26d3fe9c1f13e94cc9ab0d065b85113a,,Moving codescale to CoreRegistry,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-29T18:47:01Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/14f87587ff81373d6a87567417c6ad00b2187a74,,Adding Variavle Width Menu,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-15T02:57:08Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/979fac2f182dee834446bad85f2ed4443cf35d28,,Removing inner blocks from buildings,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-09T21:05:25Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/483acca9f7c5db5dd3df15c4fd80b60bb0537900,,Merge branch 'master' of github.com:TeraCityCC4401/TeraCity into RU02_DynamicWidth,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,True,0,0
COMMIT2016-05-07T02:24:01Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/6d4cf4763e7461fa0925a1058a9cceb0f54a1668,,added custom horizontal scale,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-07T02:22:03Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/b21f9954679310ec4dd5a5a326ab3da5c85616bf,,fixed scale problem,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-05T16:33:49Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/43d21a9aeb0c238159a0caf3622819a7325bb8b4,,Fixing Zero position on first generation,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-05T16:30:06Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/1f4a6cb686aed058f53e22aa6e23487c29359839,,fixing errors generated by last commit,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-05T16:23:12Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/9208eb0007219bb505743955bca9b5a5f7b44406,,fixing errors,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-03T15:37:59Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/4b853d9d70bc29aced8f336acfdc0c53edd6919f,,Modifying Scales package,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-02T00:19:08Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/e0a77df71eeec24548fcda73604677adef5e218e,,Separating horizontal from vertical scales,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-01T21:26:39Z,TeraCity,Eduardo Riveros Roca,commit,https://github.com/TeraCityCC4401/TeraCity/commit/73d1d2e021bc9ae0bef05b50a8981f63427d7b68,,Added longest line getter.,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-08-11T05:05:29Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/a3eaa16f5687ba5a484595c545f30d67dac14e7e,,Now with report and a few little bugs solved,,master,https://github.com/TeraCityCC4401/Teracity/commits/master,False,0,0
COMMIT2016-08-11T00:49:02Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/93d244ad3a2b6cf33aec3dadeb9c31674fd66e70,,add cobertura metrics to metricManager,,master,https://github.com/TeraCityCC4401/Teracity/commits/master,False,0,0
COMMIT2016-08-10T20:18:33Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/80574b85f57b933c06727108fa9bebb77401785f,,Now cobertura command doesnt get stuck on error in test,,master,https://github.com/TeraCityCC4401/Teracity/commits/master,False,0,0
COMMIT2016-08-09T01:12:43Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/5781475aa12bb391a805414dba46c920c8fb9e18,,Now with abstract Metric (with getMetricValue function) and a few   cobertura metrics,,master,https://github.com/TeraCityCC4401/Teracity/commits/master,False,0,0
COMMIT2016-08-08T01:39:06Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/7c2e695b61ae809d278087f71ad7596cefded7b9,,Merge branch 'RU04_Code_Metrics' of https://github.com/TeraCityCC4401/TeraCity into RU04_Code_Metrics,,master,https://github.com/TeraCityCC4401/Teracity/commits/master,True,0,0
COMMIT2016-08-08T01:37:37Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/0559cb4bc2da981c22db3abf5305bc390a08bd9c,,Cobertura metric ready; but i find many bugs with the cobertura module,,master,https://github.com/TeraCityCC4401/Teracity/commits/master,False,0,0
COMMIT2016-06-07T02:21:14Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/1c0fe6f0a0b4081554a21e6e8754380f7ca54760,,Now with 10% less stupid prints,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-07T01:45:34Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/38369b3789aa46b2f518947e9f370dac68f36931,,Now horizontal scale ajust with scale dinamically,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-06T21:06:02Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/9f23156c0eac92090af9e9edf948e518b9f26f49,,Now commands update textures,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-06T19:02:21Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/06fd60faca640550201fa456f4d3fecd7c965cef,,Bug of border fixed,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-05T23:54:22Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/ce4c15d4eb3fe73f5bba209977ef416f944ac44a,,Reflected bug fixed,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-03T01:21:06Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/7d3fd81183c58b4e5d134eaf93c90ca247a8b777,,wFinally working with new textures; a few bugs still exist. Like mirrored   textures and somethimes cant find the binary rep,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-02T16:37:35Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/36a6db5db25119a2b0d81f54032690ed8ced35d6,,Fixed,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-29T04:14:33Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/cfb883d551332fa863171e8432c55cb59cef2446,,New code visualization almost ready. The last step is to take the binary   representation and get the right block,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-28T20:26:49Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/8665071a7c81601686df7632b6a9c4a04179672d,,fdfasfdsa:,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-28T20:25:29Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/d35080a8e5ae86dbe97fb8263713b7aacd431cc0,,Branch form new visualization,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-09T22:53:32Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/08143f283ea05cedaffe6a8189f27ed82bc455be,,testeando cambios menores,,bloqueDinamico,https://github.com/TeraCityCC4401/Teracity/commits/bloqueDinamico,False,0,0
COMMIT2016-05-03T15:14:00Z,TeraCity,Andrés Ferrada,commit,https://github.com/TeraCityCC4401/TeraCity/commit/657f140f521220c1e142195bb038f2ef9cf3eaa5,,concepto funcional bloque dinamico,,bloqueDinamico,https://github.com/TeraCityCC4401/Teracity/commits/bloqueDinamico,False,0,0
COMMENT2016-10-22 02:26:17,TeraCity,Andrés Ferrada,comment,https://github.com/TeraCityCC4401/TeraCity/commit/d2cb303769624a34691947f6746af8beb5897fe4#commitcomment-19525371,,dadada   ,,,,,,
COMMENT2016-04-07 16:31:52,TeraCity,Andrés Ferrada,comment,https://github.com/TeraCityCC4401/TeraCity/issues/1#issuecomment-206982365,,link a la wiki del articulo https://github.com/TeraCityCC4401/TeraCity/wiki/Dynamic-Textures-%5BNOT-YET-COMPLETE%5D,,,,,,
COMMIT2016-05-31T16:30:44Z,TeraCity,Bastian Ermann,commit,https://github.com/TeraCityCC4401/TeraCity/commit/650370e1363fd2e01774eabdd9fab858200750bb,,Fix errors on refactor,,RU07_highlights,https://github.com/TeraCityCC4401/Teracity/commits/RU07_highlights,False,0,0
COMMIT2016-05-03T16:07:03Z,TeraCity,Bastian Ermann,commit,https://github.com/TeraCityCC4401/TeraCity/commit/2278777e0be5bc6bf6e6162ce334bba660aae6b9,,Fix error; now it doesn't delete bookmarks when adding them to the gui,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-03T15:30:15Z,TeraCity,Bastian Ermann,commit,https://github.com/TeraCityCC4401/TeraCity/commit/a3366ee60a3417b251ce8d35ea6c3b669ecc3d9d,,Automatically set the bookmark class to the targeted class,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-03T15:20:47Z,TeraCity,Bastian Ermann,commit,https://github.com/TeraCityCC4401/TeraCity/commit/810713485b5359e0ed5146bc51c71233012e8e00,,Merge branch 'RU10_get_target_class_name' into bookmarks-gui,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,True,0,0
COMMIT2016-05-03T15:18:13Z,TeraCity,Bastian Ermann,commit,https://github.com/TeraCityCC4401/TeraCity/commit/c3f956fbb27a6e6285cab3d4b9d50cfc8015d77f,,Add go button to bookmarks list and it's functionality,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-04-28T16:20:48Z,TeraCity,Bastian Ermann,commit,https://github.com/TeraCityCC4401/TeraCity/commit/799f25769aefc6f618a9a8246a56cc335453311e,,Add list of bookmarks to list of bookmarks on gui,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-04-26T16:21:26Z,TeraCity,Bastian Ermann,commit,https://github.com/TeraCityCC4401/TeraCity/commit/4bc044ef0208cab166eb3a9973e554462b800d90,,Add functionality to add bookmarks on gui,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-04-14T15:59:48Z,TeraCity,Bastian Ermann,commit,https://github.com/TeraCityCC4401/TeraCity/commit/414db587ea98df1fe79e27a57a1cb0923cf03fe8,,Add popup to add bookmark,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-04-14T15:40:25Z,TeraCity,Bastian Ermann,commit,https://github.com/TeraCityCC4401/TeraCity/commit/6e6a06af0f3d773b393ee3bae9ed12798c29b55a,,Add "Add Bookmark" button to bookmarks menu,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-04-12T21:14:19Z,TeraCity,Bastian Ermann,commit,https://github.com/TeraCityCC4401/TeraCity/commit/9f9af0a56496cd7ff0444c2f867f752209208ba7,,Add Bookmarks menu screen without functionality,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-04-12T16:27:51Z,TeraCity,Bastian Ermann,commit,https://github.com/TeraCityCC4401/TeraCity/commit/971c77b625744b49c173bbf3aa978f88bde7ce21,,Add Bookmarks button to pause menu,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-08-11T14:56:48Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/3601d9745dcb117935c330ce49febcd7ae2e59dc,,Merge pull request #49 from TeraCityCC4401/RU21_Consulta_Codigo      Add coloring to comments,,master,https://github.com/TeraCityCC4401/Teracity/commits/master,False,0,0
COMMIT2016-08-11T08:35:09Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/cbc8cedf460ad889d9dafd5f3176bddc39527694,,Add coloring to comments,,master,https://github.com/TeraCityCC4401/Teracity/commits/master,False,0,0
COMMIT2016-08-11T04:36:17Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/9f7554ea697a932c6f0c243ea23789777b438a5f,,Add config file to save path and homedir in a textfile,,master,https://github.com/TeraCityCC4401/Teracity/commits/master,False,0,0
COMMIT2016-08-10T16:38:53Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/59509c8fad182756fe2e0e1c64a4c9806d8b8c77,,Add config file to gitignore,,master,https://github.com/TeraCityCC4401/Teracity/commits/master,False,0,0
COMMIT2016-08-09T17:18:03Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/59d26b93490c6cf83d7d1b280b6c91cf4058ac5b,,fix try catch in read fileClass,,master,https://github.com/TeraCityCC4401/Teracity/commits/master,False,0,0
COMMIT2016-06-07T04:45:35Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/8392243b6734e8cad145a92e4ba8a35ca1681b69,,Delete useless methods,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-07T04:43:46Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/139c7450faa54f3da761e29fb4c02fe1f82f60a9,,Repair bug; now you can open differents classe,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-07T04:17:24Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/2e10e6bac8b55a576aa89bfacadd54f1943a0747,,Repair bug; now you can open differents classes,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-07T04:04:55Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/19529d46aea54bf1588bb06731a408481cf674de,,erase a unnecesary comments,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-07T04:04:04Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/4b96d1284ca71bf1bf25909708235a458ad98d96,,modify returnpath method; now when path doesnt exist return null,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-07T03:55:02Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/ca35dd648d2af685bce558bba067a3b615f1399a,,Create a Dinamic TextBox to edit,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-07T03:36:43Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/33213b3922787a3ed6af1c7051d29bcc934a2443,,Add methods to comunicate whit engine (2),,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-07T01:25:32Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/bda39f5152401630e1a9c5f3441ebd0f0c22ecc9,,Change name of method to better understand the context,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-07T01:13:04Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/876d23e2cd64649d1e94d64cf5f5f14e0a63970f,,Add methods to obtain the text in the edit screen; and method to save file,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-07T01:11:54Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/b82d3d721f22d6d4d484883687be7ca442c548e8,,UI of the screen to edit de code,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-07T01:11:16Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/7ba6ef3e465f06a9495a50cc9b786987be58b342,,change in getPath function to obtain more easy the path of a class,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-06T20:25:07Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/9bc3a1193279103d753498ef15f003d9c87297ca,,Screen to edit a class when press K,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-06T20:04:10Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/11d64eff81a907d39e0599051f4cb649788135b5,,Refactor EditClassButton,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-06T19:54:10Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/8ee960c07ef1605b4c13f511377002254acfe6f3,,Refactor EditClassButton,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-06-06T19:50:15Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/41f553198023e4b6e91d1b5a644ad9fc51017951,,Last commit in JeditManager before modify UI,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-31T16:16:01Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/39b9313e87519dfb056accdde1faa4c5660bef18,,add verification if exist File Path,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-31T16:08:07Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/c43d0c778e4da37689d5a3e1316d109be8172083,,add methods to open file when pressed K,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-31T14:39:01Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/7f444348636b8f299017eea8ccdaf1b848082f3a,,Add module to capture when pressed the key K,,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
COMMIT2016-05-31T14:31:31Z,TeraCity,Francisco Pulgar,commit,https://github.com/TeraCityCC4401/TeraCity/commit/5f315e9ba9010ae2b4d71eaac1e32c321366ee35,,Add Button class to Edit class when press key K (2),,reference_search,https://github.com/TeraCityCC4401/Teracity/commits/reference_search,False,0,0
